name,address,city,phone,fax,status,capital,latitude,longitude,activity
Travaux et realisation des installations electriques et signalisation  (TRIESI),35 Rue Abbas Ghannam - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.01094,-6.84818,entrepreneur d'installations electriques (etudes et realisations)
Ste marocaine de production et d'echange  (SMPE),13 Avenue Jules Ferry - Casablanca,Casablanca,,[],Société Anonyme,450 000  DHS,33.59126,-7.62732,import-export
La equitativa fundicion rosillo,Mohamed Torres N2 - Tetouan,Tetouan,,[],Société Anonyme,750 000  DHS,35.56956,-5.37264,assurances de risques divers
Nord-africain des pepinieres modernes (comptoir),38 Rue Gallieni - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000  DHS,33.58694440000001,-7.6111111000000164,achat vente culture transport importation exportation de tous plans de vigne et de tous vegetaux
Cuisimer  (CUISIMER),"20 Rue Neuf Brisach, Quartier Mers Sultan - Casablanca",Casablanca,,[],Société Anonyme,7 900 000  DHS,33.586848,-7.615307,fabrication et vente de produits alimentaires
Ccc et cie,39bis Rue De Verdun - Meknès,Meknès,,[],Société Anonyme,3 000 000  DHS,33.895,-5.554722200000015,toutes operations se rapportant a la recherche et l'exploitation de gisements miniers de toutes categories
Marocaine d'appareils de pesage (ste)  (SMAP),23-25 Bd De La Gironde - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,3 500 000  DHS,33.578328,-7.594907,"tous travaux de mecanique generale, construction, reparation de toutes machines, appareils, pesage, mesure et precision"
Ecole superieur des telecommunication  (SUPTELECOM),51 Rue 16 Novembre Agdal - Agdal Riyad (AR),Agdal Riyad (AR),,['0537674799'],Société à Responsabilité Limitée,315 000  DHS,34.015049,-6.832719999999995,preparation aux examens en telecommunication
Grw maroc,Res Yaacoub El Mansour Angle Av Yaacoub El Mansour Rue Khalid Ibn Walid 5eme Etage N 14 - Gueliz (AR),Gueliz (AR),,[],Société à Responsabilité Limitée à Associé Unique,2 000 000  DHS,31.6333333,-8,gestion promotion touristique et immobiliere
Immallas (ste)  (IMMALLAS),Im 7 Ap 7 Rue Baht - Rabat,Rabat,,[],Société à Responsabilité Limitée,500 000  DHS,33.9995,-6.849765,marchand effectuant import-export
Molina y compania,General Franco N13 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,75 000  DHS,35.572464,-5.375723,achat et vente de materiel electrique et cristallerie
Agensia  (AGENSIA),Rue Planquette N47 Belvedere - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.59399,-7.58875,import-export
Isis cafe,5 Rue Bendahan - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,400 000  DHS,33.595195,-7.617197,"operations de restauration, salon de the ptisserie"
Marfa  (MARFA),Rue Hildevert Hersent - Mohammedia,Mohammedia,,[],Société Anonyme,10 000  DHS,33.6833333,-7.383333300000004,gestions de toutes affaires ou societes mobilieres ou immobilieres financieres industrielles agricoles ou minieres
Louis paulard (ste anonyme des ets),36 A 40 Rue Cuny - Fès,Fès,,[],Société Anonyme,10 500 000  DHS,34.03432,-4.99369,"export de graines de fruits, primeurs, pomme de terre vente et achat des cereales engrais produits chimiques et tous produits agricoles"
Reig (ets),Rue De Sidi Ouassel - Safi,Safi,,[],Société Anonyme,2 000 000  DHS,32.309897,-9.232274,nettoyage blanchissage degraissage teinturerie...
Sociedad comercial marroqui  (SOCOMAR),8 Yaacoub El Mansour - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,500 000  DHS,35.57621,-5.368434999999977,emmagasinage de boissons
Accoser,"Ahlam 27, Bd Prince My Abdellah, Lot Arset Ben Chafii N°10, Résidence Ouzoud - Marrakech-Médina (AR)",Marrakech-Médina (AR),,[],Société à Responsabilité Limitée,15 000  DHS,31.6333333,-8,"representant de commerce (agent commercial), entrepreneur a la gestion d'exploitation de services (promotion des ventes marchandises), marchand de materiaux de constructions"
Impalex (ste)  (IMPALEX),Im 7 Rue Baht Ap 7 - Rabat,Rabat,,[],Société à Responsabilité Limitée,400 000  DHS,33.9995,-6.849765,marchand effectuant import-export
Maghreb sable  (SOMASAB),4 Rue Abdelouahab Az-zaqqaq - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.591657,-7.602544,exploitation de carrieres
Abou-bakr (boulangerie patisserie),Rue Abou Bakr Wahrani Lot N4bis - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.593343,-7.578457,boulangerie patisserie
Societe d'importation et distribution,"52, Hay Douma G Sidi Moumen Rue 3 - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5776196897,-7.53622553812,ventes des pieces de rechanges automobiles importees
Casablanca marcel dassault (ste immobiliere),38 Rue Gallieni - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,500 000  DHS,33.58694440000001,-7.6111111000000164,construction achat et vente de tous avions ainsi que de pieces detachees concernant l'aviation
Les caves de volubilis,48 Rue De La Voute - Meknès,Meknès,,[],Société à Responsabilité Limitée,100 000  DHS,33.897154,-5.544087,"achat-vente, courtage, commission en gros, demi-gros de vins et spiritieux, commission"
Atlantique d'assurances sur la vie (cie),16 Rue Bendahan - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000 000  DHS,33.58694440000001,-7.6111111000000164,"assurances sur la vie, versement de capital en cas de mariage ou naissance"
Compania agricola comercial africana  (ALADA),Bd 10 Mai N11 - Tetouan,Tetouan,,[],Société Anonyme,550 000  DHS,35.570508,-5.374778,"vente, achat, commerce en general, transport de toutes sortes de marchandises, l'acquisition et vente des actions de meubles et immeubles"
Linasel compagny (stte),73 Hay Fadli - Skhirate- Temara,Skhirate- Temara,,[],Société à Responsabilité Limitée,20 000  DHS,33.852949,-7.037165,entrepreneur de batiments import export
Kenz international,C/o Farah Film 131 Bd D'anfa 3eme Etage Appt N3 - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.59407,-7.62918,"marchand effectuant import-export, entrepreneur travaux divers ou construction"
Havana grill,Hay Ryad I Lot 30 N8 - Rabat,Rabat,,['0537710219'],Société à Responsabilité Limitée,100 000  DHS,33.999333,-6.844248,loueur d'un etablissement commercial (location de gerance libre).
Tadla (comptoir du),Rue De La Fontasia - Beni Mellal,Beni Mellal,,[],Société à Responsabilité Limitée,300 000  DHS,32.336179,-6.355309,ameublement article de bazar appareil electrique
Univers impressions,13 Rue Mont Cinto - Casablanca,Casablanca,,[],Société Anonyme,40 000  DHS,33.58443,-7.64471,imprimeur d'ettoffes
Moghreb (comptoirs commerciaux du),13 Rue Mermoz - Meknès,Meknès,,[],Société à Responsabilité Limitée,600 000  DHS,33.892227,-5.538443,engrais materiaux de construction
V. warhol,"Angle Av. Med El Bekkal Et Av. Ibn Aicha Residence Manar El Bahja, 4éme Étage N° 69 - Marrakech-Médina (AR)",Marrakech-Médina (AR),,[],Société à Responsabilité Limitée,100 000  DHS,31.638579,-8.016645,entrepreneur de travaux de decoration
Beaute par la science (la),20 Rue Gay-lussac - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,3 000  DHS,33.590848,-7.614185,creation et exploitation d'un institut de beaute
Comercio e inmubles,Mohamed Ben Hossein N14 - Tetouan,Tetouan,,[],Société Anonyme,80 000  DHS,35.572464,-5.375723,immobiliere
Socicma (ste)  (SOCICMA),28 Avenue De France - Rabat,Rabat,,[],Société Anonyme,450 000  DHS,33.99785,-6.847579,patissier glacier
Amina couture,"Bloc A, 22, Dar Lamane, Ain Sebaa. - Aîn-Sebaâ (AR)",Aîn-Sebaâ (AR),,[],Société à Responsabilité Limitée,200 000  DHS,33.591741,-7.554758,"marchand effectuant import-export, fabricant de vetements confectionnes."
Sg ingenierie,"571, Avenue Mohammed Vi, Immeuble Mathis Bloc A 2eme Etage Soussi - Souissi (AR)",Souissi (AR),,[],Société à Responsabilité Limitée à Associé Unique,150 000  DHS,34.015049,-6.832719999999995,creation de bureaux d'ingenieurs conseils / representation application et diffusion de tous brevets
Nouvelle (scierie),Route D'el Menzel - Sefrou,Sefrou,,[],Société à Responsabilité Limitée,3 000 000  DHS,33.823088,-4.80642,"industrie du bois, menuiserie, scierie, ebenisterie"
Interreption (l'),13 Rue De La Victoire - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,500 000  DHS,33.60106,-7.58485,commerce industrie appareillage electrique et de tout materiel d'equipement electrique
Ste info service,20 Rue Canizares - Casablanca,Casablanca,,[],Société Anonyme,15 000  DHS,33.58694440000001,-7.6111111000000164,publicite importation exportation
Maracourse,Imm Islan 4 N 2 Hay Saada Rte De Menara - Marrakech,Marrakech,,[],Société à Responsabilité Limitée,10 000  DHS,31.6333333,-8,"entrepreneur a la gestion d'exploitation commerciale et de services (telemarketing centre d'appel, services a domicile, courses)"
Nord africaine de commerce et representation (ste)  (NACOREP),174 Boulevard D'anfa - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000  DHS,33.59019,-7.63811,"representation, commission, achat, vente de tous articles pour tous pays import export"
Ayuso sanchez-aranda y cia,General Franco N9 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,700 000  DHS,35.57621,-5.368434999999977,commerce de pieces de rechange et accessoirs
Ghallange trade limited (ste),23 Rue Jbel Tazzeka Ap N3 - Rabat,Rabat,,[],Société à Responsabilité Limitée,10 000  DHS,33.994527,-6.848599,marchand effectuant importation et exportation (materiel informatique et bureautique)
Astra hyg,"Km 11, 600 Route De Tit Mellil - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.613753,-7.461509,md importateur (produits d'entretien et d'hygenes)
River gold fabric,"191, Hay Mohammadi, Bd Fourate, Hay Adil, 3ème Étage - Hay Mohammadi (AR)",Hay Mohammadi (AR),['0522335332'],['0522581472'],Société Anonyme,300 000  DHS,33.5791172366,-7.56501175287,"confection sportswear (pantalon, blouson, chemise, denim & toile)."
Bar la chope,"57 Boulevard Mohamed V (vn), Ex (bd, Soey Mirau) - Fès-Médina (AR)",Fès-Médina (AR),,[],Société à Responsabilité Limitée,100 000  DHS,34.0333333,-5,exploitation du bar
Marocaine de bouchage (fabrique)  (HERMES),81 Rue Colbert - Casablanca,Casablanca,,[],Société Anonyme,2 000 000  DHS,33.59355,-7.61359,industrie commerce de tous appareils de bouchage
Comercial maza marroqui,Mohamed V N26 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,30 000  DHS,35.57017,-5.3746,commerce d'electrodomestique
Asrar tous travaux de construction,Bloc 20 Appt N° 48 Mixita Essafia Hay Aghras Martil - Martil (M),Martil (M),,[],Société à Responsabilité Limitée à Associé Unique,300 000  DHS,35.615715,-5.281604,travaux de construction
Marocaine des transports (ste)  (SOMATRA),172 Boulevard D'alsace - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,400 000  DHS,33.5854,-7.61437,exploitation d'une entreprise de transport de materiaux et de travaux publics
Audie comptable fincancier  (ACF),132 Av Hassan Sghir - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.591468,-7.611343,surveillance et controle de comptabilite
Arabo africaine (ese de construction expres)  (ECEXAA),658 El Manzeh Cite Yacoub El Mansour - Rabat,Rabat,,[],Société à Responsabilité Limitée,10 000  DHS,33.995294,-6.866454,entrepreneur de travaux divers ou constructions
Ambassadeurs (ste pour l'exploitation du cafe restaurant aux),Angle Rue De Nice Et De Marseille - Meknès,Meknès,,[],Société à Responsabilité Limitée,1 400 000  DHS,33.894082,-5.544582,"toutes operations commerciales, industrielles, financieres, mobilieres et immobilieres se rattachant a cette exploitation"
Camusat gueguen maroc,Ain Sebaa Km10 Route De Rabat - Casablanca,Casablanca,,[],Société Anonyme,1 050 000  DHS,33.609434,-7.519515,industrie commerce de construction metalliques
Alliance maroco suisse  (ALMAS),Rue D'arcachon Quartier Gironde N3 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,200 000  DHS,33.58592,-7.60439,promotion immobiliere
Access net,16 Rue Zerhoun Souissi - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,33.96525,-6.837515,telecommunication
Mohamed abdeslam bazi y cia,Avenue Sidi Driss - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,100 000  DHS,35.565808,-5.37014,transports publics de marchandises
Boulangerie- patisserie benbrahim - freres,Angle Des Rues Ibn Kouteiba Et Lacordere - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,50 000  DHS,33.567883,-7.628372,"creation et exploitation d'une boulangerie patisserie, transformation, fabrication de pains ronds, flute noises, croissants, gateaux de soirees."
Hassouna (ste)  (HASSOUNA),Lot Hadj Slimane N118 - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.015049,-6.83272,entrepreneur de travaux divers ou constructions
International casing company,Rue Armenie N15 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,200 000  DHS,33.58694440000001,-7.6111111000000164,marchand effectuant import-export
Imiditra & construction,Hay Tazaroute Lakdima Rue Chaaba Imintanoute - Marrakech,Marrakech,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,31.633333,-8,entrepreneur de travaux divers ou construction
Calintura  (CALINTURA),Lot Mouqef Lot N3 Routeawaja - Oujda-Angad,Oujda-Angad,,[],Société Anonyme,100 000  DHS,34.686527,-1.909366,entrepreneur de travaux divers
Imwor,81 Rue Colbert - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.59355,-7.61359,acquisiton de proprietes urbaines edification de constructions et leur exploitation
Univers lights,331 Av Mohamed V - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.017563,-6.835506,fourniture generale d'electricite materiel luminaire quincaillerie et droguerie import et export
Pieces et machines (ste de),323-325 Route D'el Jadida - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,400 000  DHS,33.5664,-7.64446,negoce international
Rif (ste marocaine des travaux du)  (SMARIF),11 Rue Aljasaer - Tetouan,Tetouan,,[],Société Anonyme,100 000  DHS,35.57175,-5.37435,tous travaux publics sans incorvenient de pouvoir entreprendre n'inporte active commerciale ou industrielles accordes par les associes
Oukade (art et culture),5 Rue Du Ballon D'alsace - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.586452,-7.634017,"edition, commercialisation et diffusion de toutes oeuvres, publications et ecrits de rapportant aux domaines de la connaissance de l'art, cultur"
Import export tous objets travaux de batiments et genie civil massara,Lot Leila Et Farida N36 Souissi - Rabat,Rabat,,[],Société Anonyme,10 000  DHS,33.9666807786,-6.83499380831,entrepreneur de travaux divers ou constructions
Mina trading,Lotissement Zohour Villa D31 Ain Itti - Marrakech-Médina (AR),Marrakech-Médina (AR),,[],Société à Responsabilité Limitée,30 000  DHS,31.6333333,-8,entreprise se livrant pour son compte au placement ou a la gestion de valeurs mobilieres a des operations sur les valeur ou au controle des societes (prise de participation dans des societes a objet touristiques internet)
Atlas office (ste),14 Rue Roger Burger - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,300 000  DHS,33.593935,-7.61984,"representation commerciale, importation-exportation de tous produits, importation de vins"
Pelikan production nederland b v et m'sellek  (PPNBVM),Rue 7 N12 Oued Nachef - Oujda-Angad,Oujda-Angad,,[],Société Anonyme,100 000  DHS,34.686527,-1.909366,fabricant de crayons
